ID Transaksi;Tanggal;No Rekening;Nama Nasabah;Jenis Biller;Nama Biller;Nomor Pelanggan;Nominal;Biaya Admin;Total Bayar;Channel;Status
TRX009198;2026-01-13;1000001279;Gina Marlina;Internet;IndiHome;4870055780;162503;2000;164503;EDC;Sukses
TRX009313;2026-03-14;1000000307;Dedi Pratama;TV Kabel;First Media;7316520610;389297;3000;392297;EDC;Sukses
TRX009393;2026-03-25;1000002621;Hadi Wijaya;TV Kabel;First Media;5384620598;318295;3000;321295;ATM;Sukses
TRX009435;2026-01-20;1000004308;Citra Dewi;Listrik;PLN;1646851606;373643;3000;376643;EDC;Sukses
TRX009448;2026-01-31;1000004898;Fajar Hidayat;BPJS;BPJS Kesehatan;8658485213;319883;3000;322883;ATM;Sukses
TRX009493;2026-02-15;1000002181;Andi Saputra;TV Kabel;First Media;6804123446;462926;3000;465926;ATM;Sukses
TRX009498;2026-03-02;1000002548;Budi Santoso;Internet;IndiHome;8590761493;106085;2000;108085;Teller;Sukses
TRX009571;2026-02-06;1000002879;Joko Susilo;Internet;IndiHome;8044006578;266586;2500;269086;ATM;Sukses
TRX009576;2026-02-24;1000002019;Gina Marlina;Internet;Biznet;3437833833;159309;2000;161309;Internet Banking;Sukses
TRX009660;2026-03-26;1000003880;Andi Saputra;Internet;IndiHome;4132253973;110993;2500;113493;EDC;Sukses
TRX009681;2026-02-22;1000002143;Citra Dewi;Internet;Biznet;4504935327;232939;2000;234939;Internet Banking;Sukses
TRX009759;2026-02-12;1000003498;Dedi Pratama;TV Kabel;First Media;4910624790;424947;3000;427947;ATM;Sukses
TRX009787;2026-02-24;1000002858;Hadi Wijaya;Listrik;PLN;2376235117;493608;2500;496108;Teller;Sukses
TRX009795;2026-01-11;1000003422;Intan Sari;Internet;IndiHome;7357639553;76398;3000;79398;Internet Banking;Sukses
TRX009849;2026-03-15;1000002448;Joko Susilo;Air;PDAM;9401141168;72233;2500;74733;Teller;Sukses
TRX009955;2026-02-26;1000003961;Andi Saputra;Listrik;PLN;9372263320;75215;3000;78215;EDC;Sukses
TRX009970;2026-02-06;1000004748;Fajar Hidayat;BPJS;BPJS Kesehatan;3218025178;479987;3000;482987;Teller;Sukses
TRX009990;2026-02-13;1000003869;Intan Sari;Internet;Biznet;8900763445;248091;2000;250091;EDC;Sukses
TRX010011;2026-01-10;1000002578;Hadi Wijaya;TV Kabel;First Media;8188759249;325945;2000;327945;EDC;Sukses
TRX010046;2026-01-16;1000004560;Budi Santoso;Internet;Biznet;2849541110;98143;2000;100143;EDC;Sukses
TRX010064;2026-02-19;1000002472;Joko Susilo;Internet;Biznet;1843328437;339857;3000;342857;Mobile Banking;Sukses
TRX010076;2026-03-09;1000004721;Budi Santoso;TV Kabel;Transvision;4832440970;74748;2000;76748;Mobile Banking;Sukses
TRX010107;2026-02-25;1000002684;Budi Santoso;Internet;Biznet;6649198307;172114;3000;175114;EDC;Sukses
TRX010119;2026-01-28;1000001988;Joko Susilo;Listrik;PLN;2130962371;454752;2000;456752;Mobile Banking;Sukses
TRX010145;2026-01-28;1000000613;Joko Susilo;TV Kabel;First Media;4997661458;392927;2500;395427;EDC;Sukses
TRX010164;2026-02-18;1000001179;Joko Susilo;Internet;Biznet;7263366844;268258;3000;271258;ATM;Sukses
TRX010257;2026-01-10;1000000632;Joko Susilo;Internet;IndiHome;2621382035;178586;3000;181586;Internet Banking;Sukses
TRX010315;2026-02-13;1000002975;Fajar Hidayat;Listrik;PLN;4056816509;277180;2000;279180;Internet Banking;Sukses
TRX010327;2026-02-23;1000002055;Intan Sari;Internet;IndiHome;9132049928;443429;2000;445429;ATM;Sukses
TRX010357;2026-02-09;1000001283;Fajar Hidayat;Internet;Biznet;6250688065;484311;2000;486311;Mobile Banking;Sukses
TRX010473;2026-02-18;1000000178;Andi Saputra;TV Kabel;Transvision;3594395586;197898;2000;199898;Teller;Sukses
TRX010558;2026-03-06;1000001049;Hadi Wijaya;Internet;IndiHome;6464145771;279830;2500;282330;Internet Banking;Sukses
TRX010625;2026-02-04;1000000883;Citra Dewi;Listrik;PLN;5195355881;287808;3000;290808;Teller;Sukses
TRX010646;2026-03-06;1000000419;Hadi Wijaya;BPJS;BPJS Kesehatan;2245151154;341682;2000;343682;Mobile Banking;Sukses
TRX010654;2026-02-08;1000003721;Gina Marlina;Internet;IndiHome;5185856406;97519;2500;100019;Teller;Sukses
TRX010660;2026-02-11;1000000284;Intan Sari;BPJS;BPJS Kesehatan;7120412621;51947;2500;54447;Mobile Banking;Sukses
TRX010707;2026-03-02;1000003212;Hadi Wijaya;Air;PDAM;9718632617;470423;3000;473423;Internet Banking;Sukses
TRX010829;2026-01-17;1000002047;Eka Lestari;Listrik;PLN;1902546175;416585;2000;418585;Internet Banking;Sukses
TRX010860;2026-01-25;1000000011;Budi Santoso;Air;PDAM;2252488010;169488;2000;171488;Internet Banking;Sukses
TRX011097;2026-01-15;1000003208;Andi Saputra;BPJS;BPJS Kesehatan;5605604690;317527;2500;320027;Teller;Sukses
TRX011130;2026-03-13;1000001403;Dedi Pratama;Internet;Biznet;4477049365;76862;3000;79862;Teller;Sukses
TRX011200;2026-03-17;1000002502;Joko Susilo;TV Kabel;First Media;6375217779;160669;3000;163669;EDC;Sukses
TRX011251;2026-01-31;1000000426;Intan Sari;TV Kabel;Transvision;9625581129;142436;3000;145436;Teller;Sukses
TRX011349;2026-01-25;1000000989;Gina Marlina;BPJS;BPJS Kesehatan;4132028656;446025;2500;448525;ATM;Sukses
TRX011363;2026-02-26;1000000572;Intan Sari;TV Kabel;First Media;7233311400;328902;3000;331902;Internet Banking;Sukses
TRX011375;2026-02-06;1000000709;Dedi Pratama;Internet;Biznet;9340314647;191206;2500;193706;Internet Banking;Sukses
TRX011472;2026-01-15;1000003396;Citra Dewi;TV Kabel;First Media;3220405927;277252;3000;280252;Internet Banking;Sukses
TRX011476;2026-03-10;1000004529;Andi Saputra;Air;PDAM;8209753803;408584;2500;411084;Mobile Banking;Sukses
TRX011480;2026-01-20;1000001399;Andi Saputra;Listrik;PLN;1787319262;309847;3000;312847;Mobile Banking;Sukses
TRX011513;2026-02-25;1000000907;Hadi Wijaya;BPJS;BPJS Kesehatan;3034508027;119027;2500;121527;Mobile Banking;Sukses
TRX011542;2026-02-19;1000001116;Dedi Pratama;Internet;Biznet;6165693005;123329;2500;125829;Teller;Sukses
TRX011563;2026-02-19;1000000448;Citra Dewi;TV Kabel;Transvision;9581053902;492819;2500;495319;ATM;Sukses
TRX011588;2026-02-18;1000002493;Budi Santoso;TV Kabel;Transvision;8614084064;243958;3000;246958;Teller;Sukses
TRX011608;2026-03-27;1000002003;Gina Marlina;Internet;IndiHome;9179599715;160845;2000;162845;EDC;Sukses
TRX011631;2026-03-21;1000004425;Eka Lestari;Air;PDAM;1689030943;363388;3000;366388;EDC;Sukses
TRX011639;2026-01-14;1000004130;Hadi Wijaya;BPJS;BPJS Kesehatan;4413554396;364918;2000;366918;Teller;Sukses
TRX011674;2026-03-16;1000002359;Hadi Wijaya;Internet;IndiHome;4995444307;146818;2500;149318;EDC;Sukses
TRX011874;2026-03-01;1000003200;Citra Dewi;TV Kabel;First Media;1350307276;181660;2000;183660;Mobile Banking;Sukses
TRX011965;2026-01-27;1000000260;Intan Sari;Internet;IndiHome;5865224936;419184;3000;422184;Teller;Sukses
TRX012036;2026-01-09;1000001264;Andi Saputra;BPJS;BPJS Kesehatan;4992971911;147416;3000;150416;Teller;Sukses
TRX012146;2026-03-27;1000004454;Budi Santoso;BPJS;BPJS Kesehatan;4204827917;391619;2000;393619;Internet Banking;Sukses
TRX012181;2026-02-02;1000000038;Eka Lestari;Internet;Biznet;8005092414;220885;2500;223385;Internet Banking;Sukses
TRX012218;2026-01-28;1000003259;Intan Sari;Internet;IndiHome;3081285812;129496;2000;131496;Mobile Banking;Sukses
TRX012273;2026-01-26;1000004490;Budi Santoso;Internet;IndiHome;8119323146;102121;2500;104621;Internet Banking;Sukses
TRX012330;2026-02-02;1000003522;Eka Lestari;Internet;IndiHome;8460706057;446034;2000;448034;Mobile Banking;Sukses
TRX012340;2026-01-18;1000001305;Dedi Pratama;TV Kabel;First Media;2643824343;294285;3000;297285;ATM;Sukses
TRX012409;2026-01-15;1000004898;Fajar Hidayat;BPJS;BPJS Kesehatan;5461726823;212856;2500;215356;Internet Banking;Sukses
TRX012483;2026-02-12;1000000674;Gina Marlina;Internet;IndiHome;4550605172;266792;3000;269792;ATM;Sukses
TRX012510;2026-03-07;1000003684;Dedi Pratama;Internet;IndiHome;7551098726;448787;2500;451287;EDC;Sukses
TRX012519;2026-02-01;1000000604;Fajar Hidayat;Internet;IndiHome;2496356784;454059;2000;456059;Mobile Banking;Sukses
TRX012532;2026-01-08;1000003214;Fajar Hidayat;TV Kabel;Transvision;7965013938;274400;2000;276400;Mobile Banking;Sukses
TRX012593;2026-03-07;1000004846;Andi Saputra;TV Kabel;First Media;2761489759;414974;2500;417474;Internet Banking;Sukses
TRX012594;2026-02-07;1000002875;Gina Marlina;BPJS;BPJS Kesehatan;9826217297;319745;2000;321745;Mobile Banking;Sukses
TRX012622;2026-03-26;1000002052;Gina Marlina;Internet;Biznet;8544036258;488294;2500;490794;Internet Banking;Sukses
TRX012751;2026-02-04;1000001587;Gina Marlina;BPJS;BPJS Kesehatan;2407045677;56386;2500;58886;ATM;Sukses
TRX012784;2026-01-16;1000000740;Intan Sari;Internet;IndiHome;8042762133;195775;3000;198775;EDC;Sukses
TRX012795;2026-03-08;1000001154;Hadi Wijaya;TV Kabel;First Media;1005352246;209026;2500;211526;Mobile Banking;Sukses
TRX012845;2026-01-25;1000001996;Budi Santoso;TV Kabel;Transvision;9232004854;141688;2500;144188;EDC;Sukses
TRX012856;2026-01-15;1000003836;Citra Dewi;Internet;Biznet;6654677483;372504;3000;375504;ATM;Sukses
TRX012945;2026-01-28;1000000588;Citra Dewi;Internet;Biznet;9361553892;292116;3000;295116;EDC;Sukses
TRX012979;2026-03-26;1000001474;Joko Susilo;Internet;Biznet;3912590698;416439;2500;418939;ATM;Sukses
TRX012980;2026-02-08;1000001360;Hadi Wijaya;Listrik;PLN;3790008089;180360;2500;182860;EDC;Sukses
TRX013014;2026-03-29;1000004541;Citra Dewi;Internet;IndiHome;2283785736;476555;2500;479055;Internet Banking;Sukses
TRX013041;2026-01-12;1000002529;Citra Dewi;Internet;IndiHome;9760638044;98275;2500;100775;Teller;Sukses
TRX013067;2026-03-13;1000000261;Budi Santoso;Internet;Biznet;2398414851;85869;2500;88369;Internet Banking;Sukses
TRX013070;2026-01-08;1000002945;Budi Santoso;Internet;Biznet;5500931122;345597;2500;348097;Internet Banking;Sukses
TRX013090;2026-02-07;1000004235;Intan Sari;TV Kabel;First Media;6295938952;432368;2000;434368;ATM;Sukses
TRX013132;2026-01-16;1000001268;Citra Dewi;Internet;Biznet;5813628532;233916;2500;236416;Mobile Banking;Sukses
TRX013155;2026-02-28;1000001919;Joko Susilo;Listrik;PLN;9772238557;295908;3000;298908;Teller;Sukses
TRX013247;2026-03-01;1000000953;Gina Marlina;Listrik;PLN;5536173631;188707;2500;191207;Internet Banking;Sukses
TRX013250;2026-02-13;1000001617;Joko Susilo;TV Kabel;First Media;5698468043;299008;3000;302008;Internet Banking;Sukses
TRX013260;2026-01-02;1000001361;Andi Saputra;TV Kabel;Transvision;5445272691;290781;2000;292781;Internet Banking;Sukses
TRX013292;2026-01-13;1000004561;Hadi Wijaya;Internet;IndiHome;4224528372;365353;3000;368353;Teller;Sukses
TRX013325;2026-01-04;1000001139;Joko Susilo;Air;PDAM;1703844564;246493;2500;248993;Teller;Sukses
TRX013362;2026-01-24;1000004405;Intan Sari;BPJS;BPJS Kesehatan;2658040059;316323;3000;319323;Internet Banking;Sukses
TRX013392;2026-01-31;1000004470;Citra Dewi;BPJS;BPJS Kesehatan;4094289391;351496;2500;353996;Internet Banking;Sukses
TRX013469;2026-03-20;1000000290;Budi Santoso;BPJS;BPJS Kesehatan;2152057653;462818;2500;465318;Teller;Sukses
TRX013480;2026-01-12;1000004138;Budi Santoso;TV Kabel;First Media;5687198096;455881;3000;458881;Mobile Banking;Sukses
TRX013483;2026-03-10;1000004024;Intan Sari;Air;PDAM;8606971986;410175;3000;413175;ATM;Sukses
TRX013495;2026-01-08;1000000317;Gina Marlina;Listrik;PLN;9201129962;277920;2000;279920;ATM;Sukses
TRX013558;2026-02-03;1000000025;Citra Dewi;BPJS;BPJS Kesehatan;4413121266;318352;3000;321352;EDC;Sukses
TRX013593;2026-01-03;1000002594;Fajar Hidayat;TV Kabel;First Media;9996981236;411500;2500;414000;ATM;Sukses
TRX013845;2026-01-18;1000000894;Citra Dewi;Internet;Biznet;1421562542;157543;2000;159543;ATM;Sukses
TRX013846;2026-02-09;1000001894;Hadi Wijaya;BPJS;BPJS Kesehatan;5209174362;233128;2000;235128;Teller;Sukses
TRX013862;2026-02-13;1000001583;Budi Santoso;Air;PDAM;4584202047;198898;3000;201898;Internet Banking;Sukses
TRX013865;2026-03-21;1000000177;Citra Dewi;Internet;IndiHome;9335517869;78864;2500;81364;Teller;Sukses
TRX013872;2026-01-28;1000001316;Andi Saputra;Air;PDAM;3425540491;97522;3000;100522;EDC;Sukses
TRX013897;2026-02-16;1000002331;Eka Lestari;TV Kabel;First Media;5592477339;240803;3000;243803;Teller;Sukses
TRX014045;2026-01-24;1000004302;Citra Dewi;Air;PDAM;1994025375;331783;3000;334783;Mobile Banking;Sukses
TRX014145;2026-03-23;1000003781;Hadi Wijaya;Internet;Biznet;4043247319;216053;2500;218553;Teller;Sukses
TRX014179;2026-01-27;1000004041;Joko Susilo;BPJS;BPJS Kesehatan;2869045042;191576;2000;193576;Internet Banking;Sukses
TRX014222;2026-02-02;1000004270;Joko Susilo;BPJS;BPJS Kesehatan;5282035547;312022;2000;314022;Teller;Sukses
TRX014274;2026-01-18;1000002220;Intan Sari;TV Kabel;First Media;9871932321;101144;2500;103644;Mobile Banking;Sukses
TRX014280;2026-03-30;1000004020;Budi Santoso;TV Kabel;Transvision;6826901318;469213;2000;471213;EDC;Sukses
TRX014315;2026-03-03;1000001154;Hadi Wijaya;TV Kabel;Transvision;1542967596;258454;3000;261454;Internet Banking;Sukses
TRX014347;2026-03-07;1000004800;Intan Sari;BPJS;BPJS Kesehatan;3631956350;131146;2500;133646;Mobile Banking;Sukses
TRX014371;2026-03-24;1000004868;Fajar Hidayat;TV Kabel;First Media;1922864390;56913;2000;58913;EDC;Sukses
TRX014399;2026-01-23;1000000914;Intan Sari;Air;PDAM;1662622464;438257;2000;440257;EDC;Sukses
TRX014424;2026-02-11;1000004093;Citra Dewi;BPJS;BPJS Kesehatan;8379380274;495961;2000;497961;Mobile Banking;Sukses
TRX014462;2026-02-12;1000003898;Joko Susilo;Air;PDAM;1628816543;386118;3000;389118;Mobile Banking;Sukses
TRX014480;2026-02-05;1000003126;Andi Saputra;TV Kabel;Transvision;7803220870;446247;2000;448247;Mobile Banking;Sukses
TRX014520;2026-01-19;1000001664;Intan Sari;Air;PDAM;8816692958;437778;2000;439778;Teller;Sukses
TRX014543;2026-03-05;1000003911;Budi Santoso;Listrik;PLN;3297036119;193435;2500;195935;Teller;Sukses
TRX014656;2026-01-25;1000004838;Budi Santoso;Air;PDAM;3713452283;451622;2500;454122;ATM;Sukses
TRX014671;2026-03-30;1000003713;Andi Saputra;TV Kabel;Transvision;1420473236;444564;2000;446564;Mobile Banking;Sukses
TRX014686;2026-03-06;1000004374;Fajar Hidayat;BPJS;BPJS Kesehatan;6068123748;223175;3000;226175;EDC;Sukses
TRX014709;2026-01-30;1000000505;Joko Susilo;Air;PDAM;3261773332;434511;3000;437511;EDC;Sukses
TRX014783;2026-02-28;1000000512;Hadi Wijaya;Listrik;PLN;5421339099;383830;2500;386330;Teller;Sukses
TRX014912;2026-02-15;1000001683;Dedi Pratama;Internet;Biznet;6368789739;387214;2500;389714;Mobile Banking;Sukses
TRX014929;2026-03-01;1000004710;Budi Santoso;Air;PDAM;4301505046;402215;2000;404215;EDC;Sukses
TRX014944;2026-02-22;1000000389;Andi Saputra;TV Kabel;Transvision;7777483582;104481;2000;106481;Teller;Sukses
TRX014974;2026-02-22;1000003719;Andi Saputra;Internet;Biznet;9429298720;63459;2000;65459;Internet Banking;Sukses
TRX014984;2026-01-31;1000001053;Intan Sari;BPJS;BPJS Kesehatan;5953023937;239768;2500;242268;EDC;Sukses
TRX014994;2026-02-09;1000001430;Fajar Hidayat;Internet;Biznet;2408711052;340736;3000;343736;Teller;Sukses
TRX015001;2026-02-13;1000001979;Citra Dewi;Internet;Biznet;5210202662;118878;2500;121378;ATM;Sukses
TRX015054;2026-01-13;1000001226;Intan Sari;Listrik;PLN;9782955686;150805;2000;152805;Mobile Banking;Sukses
TRX015070;2026-01-20;1000004063;Gina Marlina;Air;PDAM;2941284380;248157;2000;250157;EDC;Sukses
TRX015122;2026-03-19;1000002508;Joko Susilo;BPJS;BPJS Kesehatan;3239280991;216707;2500;219207;Mobile Banking;Sukses
TRX015141;2026-03-28;1000000826;Intan Sari;TV Kabel;First Media;8673708718;134090;2000;136090;EDC;Sukses
TRX015150;2026-02-01;1000004644;Hadi Wijaya;BPJS;BPJS Kesehatan;6621160935;389546;2500;392046;EDC;Sukses
TRX015157;2026-01-01;1000001894;Hadi Wijaya;Internet;IndiHome;3408208160;423194;3000;426194;EDC;Sukses
TRX015159;2026-01-10;1000004093;Citra Dewi;TV Kabel;Transvision;4210489248;261537;2000;263537;Teller;Sukses
TRX015200;2026-01-02;1000000051;Citra Dewi;TV Kabel;First Media;1068749660;199689;2500;202189;EDC;Sukses
TRX015229;2026-03-24;1000002229;Joko Susilo;Air;PDAM;2111978852;228568;3000;231568;ATM;Sukses
TRX015263;2026-02-16;1000000061;Eka Lestari;TV Kabel;Transvision;2207041967;408169;2500;410669;Mobile Banking;Sukses
TRX015296;2026-03-01;1000000714;Eka Lestari;Air;PDAM;3706542225;277725;2500;280225;Teller;Sukses
TRX015355;2026-03-22;1000004287;Dedi Pratama;Air;PDAM;9832782278;202446;2500;204946;Mobile Banking;Sukses
TRX015404;2026-02-26;1000004478;Eka Lestari;Listrik;PLN;5186447660;52858;2000;54858;Internet Banking;Sukses
TRX015414;2026-03-13;1000000966;Intan Sari;Internet;IndiHome;7658866092;327543;3000;330543;ATM;Sukses
TRX015586;2026-02-18;1000000278;Citra Dewi;TV Kabel;First Media;3435212870;340603;3000;343603;Teller;Sukses
TRX015603;2026-02-19;1000001156;Gina Marlina;Internet;Biznet;6394800094;265241;2000;267241;ATM;Sukses
TRX015622;2026-03-29;1000002546;Gina Marlina;TV Kabel;First Media;5225001228;240083;2500;242583;Internet Banking;Sukses
TRX015654;2026-02-22;1000003280;Joko Susilo;Internet;IndiHome;5230658209;266207;3000;269207;EDC;Sukses
TRX015659;2026-01-24;1000001602;Eka Lestari;Internet;Biznet;7973935094;146744;2000;148744;EDC;Sukses
TRX015833;2026-01-09;1000001402;Dedi Pratama;BPJS;BPJS Kesehatan;2715638082;375301;3000;378301;Teller;Sukses
TRX015867;2026-01-06;1000003277;Joko Susilo;Air;PDAM;7102716904;50971;2500;53471;ATM;Sukses
TRX015885;2026-03-18;1000002206;Fajar Hidayat;Air;PDAM;9990710167;123372;2500;125872;Teller;Sukses
TRX015920;2026-01-18;1000000147;Budi Santoso;Internet;IndiHome;8693401266;177861;2500;180361;EDC;Sukses
TRX015921;2026-01-30;1000000319;Budi Santoso;Listrik;PLN;9307185091;150235;2500;152735;ATM;Sukses
TRX015978;2026-01-27;1000002743;Budi Santoso;Air;PDAM;6956850606;185301;2500;187801;Internet Banking;Sukses
TRX016052;2026-03-22;1000000213;Andi Saputra;BPJS;BPJS Kesehatan;7343208283;141403;2000;143403;Teller;Sukses
TRX016097;2026-02-01;1000002091;Budi Santoso;Listrik;PLN;7987312853;316311;2500;318811;Mobile Banking;Sukses
TRX016145;2026-01-13;1000002321;Citra Dewi;TV Kabel;Transvision;4014072088;204303;3000;207303;Mobile Banking;Sukses
TRX016248;2026-03-25;1000002606;Hadi Wijaya;BPJS;BPJS Kesehatan;9316390669;78608;3000;81608;Mobile Banking;Sukses
TRX016283;2026-02-04;1000001836;Andi Saputra;Internet;Biznet;1086966309;494072;2500;496572;Mobile Banking;Sukses
TRX016299;2026-01-03;1000001818;Eka Lestari;Air;PDAM;3367504587;155863;3000;158863;Internet Banking;Sukses
TRX016328;2026-02-23;1000000275;Intan Sari;Internet;IndiHome;6437541538;245049;3000;248049;Mobile Banking;Sukses
TRX016341;2026-03-14;1000000235;Hadi Wijaya;Listrik;PLN;3299901400;497958;2500;500458;Teller;Sukses
TRX016354;2026-02-02;1000002373;Dedi Pratama;Listrik;PLN;2758869822;114773;3000;117773;EDC;Sukses
TRX016422;2026-02-04;1000004104;Eka Lestari;Air;PDAM;7595082167;97707;2000;99707;ATM;Sukses
TRX016531;2026-02-11;1000004862;Citra Dewi;Air;PDAM;1750497714;271469;2500;273969;ATM;Sukses
TRX016541;2026-01-15;1000000883;Citra Dewi;Air;PDAM;5797979890;232710;2500;235210;EDC;Sukses
TRX016565;2026-03-26;1000001618;Hadi Wijaya;Internet;Biznet;2772294305;339524;2500;342024;Internet Banking;Sukses
TRX016627;2026-03-24;1000001000;Hadi Wijaya;Internet;Biznet;7298159782;471663;2000;473663;Internet Banking;Sukses
TRX016634;2026-03-11;1000004055;Citra Dewi;Internet;IndiHome;7837803257;94186;2000;96186;Teller;Sukses
TRX016654;2026-01-19;1000003500;Fajar Hidayat;Internet;Biznet;5487687797;458774;2000;460774;Teller;Sukses
TRX016671;2026-01-25;1000004758;Joko Susilo;Air;PDAM;2687814300;482310;3000;485310;EDC;Sukses
TRX016701;2026-01-26;1000001477;Budi Santoso;Internet;Biznet;5409606087;355838;2000;357838;Internet Banking;Sukses
TRX016810;2026-02-13;1000000015;Budi Santoso;Internet;IndiHome;1220612633;147936;2000;149936;ATM;Sukses
TRX016817;2026-03-17;1000004210;Citra Dewi;Air;PDAM;1649670165;157318;2500;159818;Mobile Banking;Sukses
TRX016903;2026-02-24;1000000148;Andi Saputra;TV Kabel;Transvision;9838178912;375913;2000;377913;Internet Banking;Sukses
TRX016963;2026-03-26;1000003711;Budi Santoso;TV Kabel;Transvision;4699249752;448132;2000;450132;EDC;Sukses
TRX017025;2026-01-08;1000003810;Budi Santoso;TV Kabel;Transvision;8512177156;341522;2500;344022;Teller;Sukses
TRX017050;2026-03-07;1000002689;Budi Santoso;Air;PDAM;1821456984;372559;2500;375059;Internet Banking;Sukses
TRX017123;2026-01-02;1000001746;Citra Dewi;Listrik;PLN;2363223238;66050;3000;69050;EDC;Sukses
TRX017148;2026-03-14;1000003696;Andi Saputra;TV Kabel;First Media;1818302429;381486;2000;383486;Internet Banking;Sukses
TRX017223;2026-02-07;1000003276;Hadi Wijaya;BPJS;BPJS Kesehatan;3830941277;102641;2500;105141;ATM;Sukses
TRX017246;2026-02-16;1000002126;Intan Sari;Listrik;PLN;2518333009;185956;2500;188456;Mobile Banking;Sukses
TRX017311;2026-02-08;1000000351;Citra Dewi;Listrik;PLN;8595785734;211099;3000;214099;ATM;Sukses
TRX017363;2026-01-26;1000000424;Intan Sari;BPJS;BPJS Kesehatan;6096236819;50609;3000;53609;Teller;Sukses
